id,prediction
0,0.0
1,7.826507184746109
2,5.0594376847461096
3,61.100542116897394
4,380.16943903647535
5,1008.3400985008929
6,2020.510053995954
7,2754.46359329025
8,3053.1391799148787
9,3079.947924757202
10,2837.3860405927453
11,2923.9649332804074
12,2441.2389154244643
13,2390.602237769328
14,2209.738206059464
15,1657.9374326677748
16,1110.292190097682
17,577.1954183125309
18,217.97763161457203
19,5.196321581584762
20,10.397653220091469
21,2.795847684746109
22,0.0
23,0.0
24,0.0
25,8.864124473442509
26,10.877466580662611
27,176.45373917634237
28,657.6622955131893
29,1292.694916084621
30,2098.600989311949
31,2851.546961559029
32,3657.060066613554
33,3845.9707166612943
34,3786.0627241363572
35,3858.022209904889
36,3765.51609148185
37,3600.6127217713456
38,3445.785424297912
39,2992.66166164026
40,1985.3840229335815
41,1013.7151757873045
42,325.09716797373466
43,32.45157782043423
44,12.940248220091469
45,10.264292220091468
46,0.0
47,0.0
48,0.0
49,2.5501615173640415
50,16.57765401736404
51,318.48409237128925
52,901.3970316352925
53,1914.7347220483189
54,2968.4972926925175
55,3753.983903431984
56,4469.197571525285
57,4862.259480160968
58,4819.136782719718
59,4371.864631345316
60,4151.064514292337
61,3678.1736351782183
62,3008.5797680564633
63,2030.4763426049622
64,1200.4673216683946
65,760.9715088754806
66,372.6999966705466
67,101.2029643331539
68,1.7573457200914686
69,1.9702621200914687
70,0.0
71,0.0
72,0.0
73,4.4618403306626115
74,18.902254551901922
75,167.48337990421308
76,527.6119096316967
77,1653.1435150828095
78,2705.064805869676
79,3680.516067320993
80,3889.4515517317363
81,3769.5443171832776
82,3522.0990229996587
83,3432.943708597604
84,3212.5880430743914
85,3178.6948526940323
86,3426.4508499957465
87,2833.420710419453
88,2015.0439297586665
89,763.5712703449634
90,272.4126477110523
91,115.27528675158985
92,8.063420527036442
93,9.069754684746108
94,0.0
95,0.0
96,0.0
97,8.284132774036777
98,72.99779034738604
99,334.15620207840664
100,687.7709107485118
101,1695.2567464623687
102,2683.467402723859
103,3623.1608218101255
104,4271.440382367266
105,4609.667117452246
106,4809.963024597775
107,4895.7411389538765
108,4721.961464329639
109,4125.016578946807
110,3751.651233232328
111,2909.829879311609
112,1889.508998396847
113,1003.0284655695039
114,428.362940827438
115,168.4579608605723
116,15.488050220091468
117,7.5128530173640415
118,0.0
119,0.0
120,0.0
121,0.0
122,83.33607081420537
123,432.5871406978567
124,1004.3378665265161
125,2000.4129338812277
126,2813.128263195412
127,3597.028139127139
128,3776.273547380392
129,3823.031799472348
130,3691.7682133876187
131,3344.817236035623
132,3200.534137349403
133,3265.5987229543352
134,3142.0052746450842
135,2474.142858095068
136,1585.8416028958259
137,884.948858396496
138,462.8168919709392
139,183.78011315775814
140,15.378960581584762
141,7.072345220091469
142,0.0
143,0.0
144,0.0
145,0.0
146,98.41454353573744
147,436.58594633370876
148,1011.8739820141409
149,1933.1687453660134
150,3036.089673993679
151,3903.142693742624
152,4193.68566920564
153,4460.952523186916
154,4296.55520811601
155,3901.043301794719
156,3705.9838775555972
157,3388.674134322057
158,3113.682878621673
159,2377.6116186456293
160,1543.6324963701295
161,936.3181058407815
162,411.9953058274381
163,144.94317264869306
164,1.7573457200914686
165,10.42166118474611
166,0.0
167,0.0
168,0.0
169,4.067083623442508
170,16.85729834059832
171,56.703413119480636
172,88.11207380616315
173,203.52635630109774
174,316.0379037460751
175,439.3848267763193
176,690.8570544529907
177,875.0259310225931
178,922.9662415926962
179,1509.2346359590983
180,1905.222689203431
181,2214.460915600014
182,1813.652346318893
183,1853.7913681491175
184,1227.488721183905
185,626.2881473225527
186,300.95287212956515
187,141.4736253078201
188,19.968210774036777
189,6.4162607200914685
190,0.0
191,0.0
192,0.0
193,5.324630720091468
194,51.06702325051205
195,178.02178581159995
196,343.9205221445636
197,611.455832759676
198,1407.8836014762342
199,2326.677642086108
200,2407.094617458207
201,2223.0865831780006
202,2799.030466385675
203,2562.9953938556973
204,2503.893860975839
205,2550.9962651864844
206,2273.406723289875
207,1456.7407598084237
208,620.7804799313203
209,377.01612596289965
210,184.45714957248128
211,33.11804457362953
212,6.608696
213,15.4557495
214,0.0
215,0.0
216,0.0
217,9.233791624983258
218,30.815164072411278
219,84.7962607774607
220,150.52505451209362
221,344.1425317200958
222,658.7151828810968
223,1186.4338896716395
224,1831.6237648659371
225,1654.7584953037067
226,1442.3785549707106
227,1670.4165599218172
228,1195.9650472494982
229,987.3722436725311
230,816.1861201016159
231,706.498607981242
232,348.07518222004535
233,275.33808211738983
234,183.34568823994204
235,55.14680056657144
236,7.239902272337701
237,6.637699220091468
238,0.0
239,0.0
240,0.0
241,5.103062077526005
242,30.50249086724436
243,91.98035577746069
244,257.2039676316712
245,659.6253791413492
246,1435.012205339593
247,2272.3731246304346
248,2010.6851793160067
249,1127.5017390703288
250,1108.361742986684
251,1301.6607810169978
252,1735.43042974554
253,1494.7197236475224
254,1464.6058156526828
255,1743.2260110730226
256,1471.413000898565
257,879.9485317329788
258,470.5872983842602
259,205.36436879771418
260,30.994212449738974
261,15.637709220091468
262,0.0
263,0.0
264,0.0
265,6.737314684746109
266,82.16978731498367
267,198.50561328032103
268,384.0674526307334
269,864.2460300643488
270,1385.0145736207455
271,1668.324450492471
272,1993.2930093278856
273,2012.8947869075478
274,1800.2579469958205
275,2000.4834445784393
276,1943.875886045592
277,1639.5245904777448
278,1507.3491516039107
279,1302.6595863263135
280,753.3097125572665
281,440.885195645643
282,205.4672289695215
283,46.677506910316424
284,13.989271624983258
285,16.791226124983258
286,0.0
287,0.0
288,0.0
289,8.073456684746109
290,131.6975484093177
291,187.60123373353275
292,350.93863360307773
293,797.5244358786942
294,1528.3204796452478
295,1632.0662783212085
296,1665.7032257132837
297,1957.8310293549403
298,2350.165255118966
299,2009.648662614366
300,1551.1467267719213
301,1536.8108804672606
302,1446.5849757603237
303,1305.8103783812148
304,787.7525449705702
305,569.9906204814838
306,342.0577060389649
307,151.39001936467878
308,22.49310001849375
309,11.59312968474611
310,0.0
311,0.0
312,0.0
313,11.93418468474611
314,70.72182825051205
315,245.2758227505213
316,567.4596721790267
317,1039.36085536307
318,1668.7113563852245
319,1946.2306167931747
320,2482.226134762457
321,2854.6576563224226
322,2632.0982525371764
323,2284.4526404852777
324,1868.3442820538794
325,1447.9818423196416
326,1045.3817803510626
327,697.5015605889432
328,570.2399884148267
329,378.4440828059811
330,173.44328927658177
331,77.50651898997869
332,24.87759834059832
333,9.348367973442508
334,0.0
335,0.0
336,0.0
337,6.315938973442508
338,34.47127307241128
339,93.73030871882418
340,263.22498834269607
341,607.2502519202516
342,785.7030604942133
343,942.9340303171288
344,1241.8596093927476
345,1474.0163534666838
346,1446.9678222042073
347,1471.6616678439268
348,1375.2788032786814
349,1205.918190146429
350,1005.8481270685122
351,956.7267804449132
352,731.9184903692775
353,458.1236945096956
354,224.28229729788177
355,133.12527365147042
356,20.043526045316984
357,11.780573419816339
358,0.0
359,0.0
360,0.0
361,0.8787904198163383
362,52.98287090592
363,176.1343834576286
364,320.60861627478045
365,576.9269682782756
366,828.0042424473224
367,1403.8597100792924
368,1823.1228556090891
369,2009.6523940448683
370,1857.8329877302083
371,1965.5961478345766
372,2020.9713763755224
373,1694.327915579002
374,1169.1755811814196
375,993.9816719731522
376,813.8677462733389
377,681.2464050750106
378,369.87815782893
379,111.60534566411759
380,24.43064533401338
381,11.324930473442508
382,0.0
383,0.0
384,0.0
385,2.260292624983258
386,52.094557061857174
387,107.29166214604439
388,251.88631037582388
389,516.5325534959283
390,668.3312139682016
391,808.5888613842443
392,978.1333373950392
393,1219.034664084821
394,1297.9434276226598
395,1356.4667015357631
396,1620.6291324179092
397,1582.1971369511093
